player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,average,percentage
R Klein,Batter,38,46.913.580.246.913.500,81,12,496,615,79,79,0,23,56,0,Netherlands,31.666.666.666.666.600,"319,33%"
N Shangase,Batter,38,38.775.510.204.081.600,98,6,404,467,453,453,0,278,175,0,South Africa,6.333.333.333.333.330,"279,41%"
Qaiser Ali,Batter,38,38.775.510.204.081.600,98,1,55,89,37,37,0,9,28,0,Canada,38,"277,37%"
Arshdeep Singh,Batter,37,1.088.235.294.117.640,34,14,296,365,580,580,0,360,220,1,India,2.642.857.142.857.140,"521,13%"
TS Roland-Jones,Batter,37,9.736.842.105.263.150,38,1,34,42,85,85,0,48,37,0,England,37,"486,84%"
DM Kimmince,Batter,37,7.115.384.615.384.610,52,7,96,146,527,527,0,367,160,1,Australia,5.285.714.285.714.280,"411,11%"
Hasan Mahmud,Batter,37,4.805.194.805.194.800,77,29,873,886,327,327,0,127,200,1,Bangladesh,12.758.620.689.655.100,"324,56%"
LN Rajbanshi,Batter,37,23.717.948.717.948.700,156,42,893,1388,59,59,0,30,29,0,Nepal,8.809.523.809.523.800,"190,72%"
DNT Zoysa,Batter,36,6.545.454.545.454.540,55,23,560,750,457,457,0,214,243,1,Sri Lanka,1.565.217.391.304.340,"395,60%"
Aaditya Varadarajan,Batter,36,5.454.545.454.545.450,66,0,0,0,11,11,0,1,10,0,Canada,0,"352,94%"
JO Troughton,Batter,36,4.675.324.675.324.670,77,0,0,0,497,497,0,285,212,0,England,0,"318,58%"
RWT Key,Batter,36,34.285.714.285.714.200,105,0,0,0,480,480,0,276,204,0,England,0,"255,32%"
Zulfiqar Babar,Batter,35,87.5,40,4,247,297,430,430,0,211,219,0,Pakistan,8.75,"466,67%"
O Kamchomphu,Batter,35,57.377.049.180.327.800,61,15,162,349,9,9,0,8,1,0,Thailand,23.333.333.333.333.300,"364,58%"
NA Greenwood,Batter,35,5.072.463.768.115.940,69,0,0,0,4,4,0,1,3,0,Jersey,0,"336,54%"
JNT Vare,Batter,35,4.929.577.464.788.730,71,0,0,0,42,42,0,7,35,0,Papua New Guinea,0,"330,19%"
C McAuslan,Batter,35,472.972.972.972.973,74,0,0,0,13,13,0,4,9,0,Hong Kong,0,"321,10%"
J van Vliet,Batter,35,4.166.666.666.666.660,84,0,0,0,67,67,0,22,45,0,Netherlands,0,"294,12%"
Abdul Shakoor,Batter,34,51.515.151.515.151.500,66,0,0,0,97,97,0,33,64,0,United Arab Emirates,0,"340,00%"
LDVV Silva,Batter,34,4.473.684.210.526.310,76,0,0,0,340,340,0,160,180,0,Sri Lanka,0,"309,09%"
RP Alexander,Batter,34,419.753.086.419.753,81,0,0,0,58,58,0,27,31,0,United States of America,0,"295,65%"
TL Seifert,Batter,33,11.785.714.285.714.200,28,0,0,0,437,437,0,227,210,0,New Zealand,0,"540,98%"
Ayesha Naseem,Batter,33,82.5,40,0,0,0,371,371,0,185,186,0,Pakistan,0,"452,05%"
HM Tiffen,Batter,33,8.048.780.487.804.870,41,0,0,0,329,329,0,170,159,0,New Zealand,0,"445,95%"
A Aitken-Drummond,Batter,33,68.75,48,0,0,0,79,79,0,43,36,0,Scotland,0,"407,41%"
Mohammad Iqbal,Batter,33,5.892.857.142.857.140,56,0,0,0,32,32,0,9,23,0,Canada,0,"370,79%"
PRP Boissevain,Batter,33,5.789.473.684.210.520,57,1,192,133,77,77,0,23,54,0,Netherlands,33,"366,67%"
PARP Perera,Batter,33,5.409.836.065.573.770,61,0,0,0,448,448,0,209,239,0,Sri Lanka,0,"347,37%"
A Codrington,Batter,33,4.177.215.189.873.410,79,6,169,187,49,49,0,16,33,1,Canada,5.5,"294,64%"
JAH Marshall,Batter,33,39.285.714.285.714.200,84,0,0,0,427,427,0,222,205,0,New Zealand,0,"282,05%"
J Overton,Batter,32,14.545.454.545.454.500,22,1,17,26,495,495,0,284,211,0,England,32,"592,59%"
DO Leicher,Batter,32,1.032.258.064.516.120,31,1,56,57,10,10,0,7,3,0,Namibia,32,"507,94%"
MK Villiers,Batter,32,100,32,5,83,93,490,490,0,282,208,0,England,6.4,"500,00%"
D Cleaver,Batter,32,8.648.648.648.648.640,37,0,0,0,251,251,0,129,122,0,New Zealand,0,"463,77%"
GA Rogers,Batter,32,64,50,5,138,154,78,78,0,43,35,0,Scotland,6.4,"390,24%"
MHW Papps,Batter,32,5.079.365.079.365.070,63,0,0,0,427,427,0,222,205,0,New Zealand,0,"336,84%"
Qanita Jalil,Batter,32,50,64,6,171,323,456,456,0,221,235,0,Pakistan,5.333.333.333.333.330,"333,33%"
AA Deshpande,Batter,32,463.768.115.942.029,69,0,0,0,231,231,0,133,98,0,India,0,"316,83%"
O Bell,Batter,32,4.155.844.155.844.150,77,3,164,288,97,97,0,52,45,0,Scotland,10.666.666.666.666.600,"293,58%"
C Jonker,Batter,31,9.117.647.058.823.520,34,0,0,0,469,469,0,289,180,0,South Africa,0,"476,92%"
CW Perchard,Batter,31,8.857.142.857.142.850,35,7,174,216,4,4,0,1,3,0,Jersey,4.428.571.428.571.420,"469,70%"
JB Nero,Batter,31,5.535.714.285.714.280,56,0,0,0,308,308,0,118,190,0,West Indies,0,"356,32%"
D Daesrath,Batter,31,5.254.237.288.135.590,59,0,0,0,36,36,0,9,27,0,Canada,0,"344,44%"
EC Rainsford,Batter,31,30.097.087.378.640.700,103,17,805,1070,261,261,0,62,199,0,Zimbabwe,18.235.294.117.647.000,"231,34%"
T Putthawong,Batter,31,24.8,125,18,230,462,9,9,0,8,1,0,Thailand,17.222.222.222.222.200,"198,72%"
PJC Hoffmann,Batter,30,13.043.478.260.869.500,23,1,177,196,78,78,0,43,35,0,Scotland,30,"566,04%"
Mohammad Haris,Batter,30,8.333.333.333.333.330,36,0,0,0,317,317,0,160,157,0,Pakistan,0,"454,55%"
Saqlain Haider,Batter,30,75,40,0,0,0,90,90,0,31,59,0,United Arab Emirates,0,"428,57%"
RM Jariwala,Batter,30,5.660.377.358.490.560,53,0,0,0,64,64,0,30,34,0,United States of America,0,"361,45%"
AR Pitcher,Batter,30,5.454.545.454.545.450,55,0,0,0,8,8,0,2,6,0,Bermuda,0,"352,94%"
SM Warnapura,Batter,30,46.875,64,0,0,0,222,222,0,102,120,0,Sri Lanka,0,"319,15%"
B Leephatthana,Batter,30,4.545.454.545.454.540,66,0,0,0,9,9,0,8,1,0,Thailand,0,"312,50%"
M Mangru,Batter,30,42.857.142.857.142.800,70,0,9,18,392,392,0,152,240,0,West Indies,0,"300,00%"
MF Kendal,Batter,30,3.448.275.862.068.960,87,0,22,21,139,139,0,47,92,0,Ireland,0,"256,41%"
R Boyce,Batter,30,30,100,0,0,0,428,428,0,165,263,0,West Indies,0,"229,01%"
A Neill,Batter,29,6.744.186.046.511.620,43,15,345,448,95,95,0,51,44,1,Scotland,19.333.333.333.333.300,"402,78%"
M van Jaarsveld,Batter,29,50.877.192.982.456.100,57,1,20,32,437,437,0,270,167,0,South Africa,29,"337,21%"
DI Joyce,Batter,29,47.540.983.606.557.300,61,0,0,0,149,149,0,53,96,0,Ireland,0,"322,22%"
KED Carroll,Batter,28,6.666.666.666.666.660,42,0,8,6,152,152,0,53,99,0,Ireland,0,"400,00%"
SA Fritz,Batter,28,5.384.615.384.615.380,52,5,38,125,389,389,0,238,151,0,South Africa,5.6,"350,00%"
SP de Alwis,Batter,28,5.283.018.867.924.520,53,1,93,110,340,340,0,160,180,0,Sri Lanka,28,"345,68%"
Sadia Iqbal,Batter,28,50,56,31,671,1105,463,463,0,223,240,0,Pakistan,9.032.258.064.516.120,"333,33%"
J Jarvis,Batter,28,4.745.762.711.864.400,59,7,192,202,63,63,0,35,28,0,Scotland,4,"321,84%"
JJ Celestine,Batter,28,43.75,64,0,0,0,11,11,0,2,9,0,Bermuda,0,"304,35%"
Ehsanul Haque,Batter,28,3.684.210.526.315.780,76,2,37,61,108,108,0,35,73,0,Bangladesh,14,"269,23%"
OL Pitcher,Batter,28,33.734.939.759.036.100,83,0,0,0,12,12,0,2,10,0,Bermuda,0,"252,25%"
PM Liyanagamage,Batter,28,3.333.333.333.333.330,84,5,271,229,380,380,0,180,200,0,Sri Lanka,5.6,"250,00%"
GF Linde,Batter,27,8.709.677.419.354.830,31,3,73,91,238,238,0,146,92,0,South Africa,9,"465,52%"
Ehsan Adil,Batter,27,627.906.976.744.186,43,4,229,229,460,460,0,222,238,0,Pakistan,6.75,"385,71%"
CJ Smith,Batter,27,56.25,48,0,0,0,9,9,0,2,7,0,Bermuda,0,"360,00%"
AF Buurman,Batter,26,7.647.058.823.529.410,34,0,0,0,73,73,0,22,51,0,Netherlands,0,"433,33%"
B Fernando,Batter,26,7.027.027.027.027.020,37,2,140,159,335,335,0,160,175,0,Sri Lanka,13,"412,70%"
Shahid Ahmadzai,Batter,26,6.666.666.666.666.660,39,1,94,169,33,33,0,9,24,0,Canada,26,"400,00%"
NG Smith,Batter,26,65,40,6,230,208,401,401,0,208,193,0,New Zealand,4.333.333.333.333.330,"393,94%"
S Thuraisingam,Batter,26,55.319.148.936.170.200,47,6,162,191,49,49,0,16,33,0,Canada,4.333.333.333.333.330,"356,16%"
Khurram Nawaz,Batter,26,5.306.122.448.979.590,49,0,0,0,52,52,0,27,25,0,Oman,0,"346,67%"
M Faisal,Batter,26,49.056.603.773.584.900,53,0,0,0,65,65,0,36,29,0,Scotland,0,"329,11%"
Faisal Hossain,Batter,26,48.148.148.148.148.100,54,1,54,73,306,306,0,112,194,0,Bangladesh,26,"325,00%"
Wasim Ali,Batter,26,45.614.035.087.719.200,57,1,31,29,37,37,0,21,16,0,Oman,26,"313,25%"
SL Stewart,Batter,26,4.406.779.661.016.940,59,0,0,0,286,286,0,145,141,0,New Zealand,0,"305,88%"
MS Panesar,Batter,26,2.826.086.956.521.730,92,30,1000,1314,509,509,0,291,218,0,England,8.666.666.666.666.660,"216,67%"
SW Tait,Batter,25,8.620.689.655.172.410,29,66,1533,1833,545,545,0,381,164,2,Australia,3.787.878.787.878.780,"462,96%"
A Patel,Batter,25,8.333.333.333.333.330,30,3,73,66,40,40,0,10,30,0,Canada,8.333.333.333.333.330,"454,55%"
S Naik,Batter,25,641.025.641.025.641,39,0,0,0,561,561,0,347,214,0,India,0,"390,63%"
HDRS Silva,Batter,25,54.347.826.086.956.500,46,2,83,80,468,468,0,217,251,0,Sri Lanka,12.5,"352,11%"
Waqas Barkat,Batter,25,462.962.962.962.963,54,0,19,12,15,15,0,5,10,0,Hong Kong,0,"316,46%"
T Kamungozi,Batter,25,44.642.857.142.857.100,56,12,500,580,246,246,0,58,188,0,Zimbabwe,20.833.333.333.333.300,"308,64%"
CH van Koolwijk,Batter,25,37.878.787.878.787.800,66,0,0,0,55,55,0,18,37,0,Netherlands,0,"274,73%"
LJ Poulton,Batter,25,36.231.884.057.971.000,69,0,18,13,495,495,0,346,149,0,Australia,0,"265,96%"
VR Iyer,Batter,24,58.536.585.365.853.600,41,0,28,30,102,102,0,54,48,0,India,0,"369,23%"
N Niranjana,Batter,24,40,60,15,340,476,561,561,0,347,214,0,India,1.6,"285,71%"
RW Sims,Batter,24,37.5,64,0,21,18,67,67,0,18,49,0,Zimbabwe,0,"272,73%"
TS Sekhukhune,Batter,24,28.235.294.117.647.000,85,27,875,1150,464,464,0,285,179,0,South Africa,8.888.888.888.888.880,"220,18%"
J Louw,Batter,23,32.857.142.857.142.800,7,0,50,44,459,459,0,283,176,0,South Africa,0,"766,67%"
LK Ebsary,Batter,23,9.583.333.333.333.330,24,0,0,0,416,416,0,296,120,0,Australia,0,"489,36%"
Avesh Khan,Batter,23,7.666.666.666.666.660,30,9,330,371,580,580,0,360,220,0,India,25.555.555.555.555.500,"433,96%"
Y van der Westhuizen,Batter,23,5.897.435.897.435.890,39,0,0,0,322,322,0,192,130,0,South Africa,0,"370,97%"
J Blackwood,Batter,23,5.348.837.209.302.320,43,0,16,18,315,315,0,118,197,0,West Indies,0,"348,48%"
SJ Massiah,Batter,23,4.893.617.021.276.590,47,0,0,0,58,58,0,27,31,0,United States of America,0,"328,57%"
Nestor Dhamba,Batter,23,44.230.769.230.769.200,52,11,210,308,50,50,0,27,23,0,Oman,2.090.909.090.909.090,"306,67%"
RD McCann,Batter,23,4.035.087.719.298.240,57,0,0,0,144,144,0,51,93,0,Ireland,0,"287,50%"
TJ Heggelman,Batter,23,323.943.661.971.831,71,2,34,42,69,69,0,22,47,0,Netherlands,11.5,"244,68%"
RL Bhudia,Batter,22,14.666.666.666.666.600,15,1,23,48,32,32,0,11,21,0,Kenya,22,"594,59%"
RM Patidar,Batter,22,12.222.222.222.222.200,18,0,0,0,30,30,0,21,9,0,India,0,"550,00%"
PKD Chase,Batter,22,6.666.666.666.666.660,33,19,776,668,159,159,0,56,103,0,Ireland,11.578.947.368.421.000,"400,00%"
Shamim Hossain,Batter,22,5.789.473.684.210.520,38,0,8,6,292,292,0,106,186,0,Bangladesh,0,"366,67%"
Mohammad Salman,Batter,22,5.500.000.000.000.000,40,0,0,0,415,415,0,205,210,0,Pakistan,0,"354,84%"
S Bhari,Batter,22,4.230.769.230.769.230,52,15,246,402,65,65,0,33,32,0,Nepal,14.666.666.666.666.600,"297,30%"
E Mbofana,Batter,22,39.285.714.285.714.200,56,5,250,269,270,270,0,65,205,0,Zimbabwe,4.4,"282,05%"
JM Cox,Batter,22,3.859.649.122.807.010,57,0,0,0,495,495,0,284,211,0,England,0,"278,48%"
Mosharraf Hossain,Batter,22,34.375,64,1,124,153,247,247,0,88,159,0,Bangladesh,22,"250,00%"
O Thomas,Batter,22,28.205.128.205.128.200,78,30,998,931,418,418,0,162,256,2,West Indies,7.333.333.333.333.330,"220,00%"
BP Nash,Batter,21,100,21,0,33,30,244,244,0,90,154,0,West Indies,0,"500,00%"
BA Langston,Batter,21,9.545.454.545.454.540,22,2,70,138,489,489,0,282,207,0,England,10.5,"488,37%"
JP Behrendorff,Batter,21,9.130.434.782.608.690,23,16,581,656,474,474,0,332,142,0,Australia,1.3125,"477,27%"
AC Cummins,Batter,21,9.130.434.782.608.690,23,4,181,203,38,38,0,10,28,0,Canada,5.25,"477,27%"
EC Perry,Batter,21,75,28,0,0,0,244,244,0,127,117,0,New Zealand,0,"428,57%"
AB Dinda,Batter,21,5.526.315.789.473.680,38,14,618,613,565,565,0,349,216,0,India,1.5,"355,93%"
J Patraj,Batter,21,43.75,48,2,76,92,32,32,0,9,23,0,Canada,10.5,"304,35%"
CJ Metcalfe,Batter,21,3.888.888.888.888.880,54,5,268,358,139,139,0,47,92,0,Ireland,4.2,"276,32%"
E Otieno,Batter,21,3.684.210.526.315.780,57,15,479,463,29,29,0,10,19,1,Kenya,1.4,"269,23%"
LR Naylor,Batter,20,9.523.809.523.809.520,21,0,0,0,24,24,0,15,9,0,Scotland,0,"476,19%"
S Nisansala,Batter,20,909.090.909.090.909,22,8,209,269,482,482,0,223,259,1,Sri Lanka,2.5,"476,19%"
MR Johnson,Batter,20,8.695.652.173.913.040,23,0,0,0,58,58,0,27,31,0,United States of America,0,"465,12%"
HGV Vare,Batter,20,6.451.612.903.225.800,31,0,0,0,47,47,0,7,40,0,Papua New Guinea,0,"392,16%"
JA Simpson,Batter,20,62.5,32,0,0,0,233,233,0,139,94,0,England,0,"384,62%"
L Rajadurai,Batter,20,37.735.849.056.603.700,53,0,0,0,33,33,0,6,27,0,Papua New Guinea,0,"273,97%"
AF Sattaur,Batter,20,31.746.031.746.031.700,63,0,0,0,49,49,0,16,33,0,Canada,0,"240,96%"
C Viljoen,Batter,19,826.086.956.521.739,23,2,14,32,50,50,0,24,26,0,Namibia,9.5,"441,86%"
AG Wharf,Batter,19,6.551.724.137.931.030,29,18,403,562,483,483,0,276,207,1,England,10.555.555.555.555.500,"395,83%"
GP Tom,Batter,19,5.588.235.294.117.640,34,4,127,184,56,56,0,10,46,0,Papua New Guinea,4.75,"358,49%"
S Jyoti,Batter,19,4.418.604.651.162.790,43,0,0,0,42,42,0,12,30,0,Canada,0,"306,45%"
LR Johnson,Batter,19,29.230.769.230.769.200,65,0,0,0,399,399,0,155,244,0,West Indies,0,"226,19%"
Tanvir Ahmed,Batter,18,150,12,1,45,37,411,411,0,203,208,0,Pakistan,18,"600,00%"
SG Borthwick,Batter,18,112.5,16,1,72,54,292,292,0,173,119,0,England,18,"529,41%"
TL Chivanga,Batter,18,8.571.428.571.428.570,21,4,187,189,273,273,0,66,207,0,Zimbabwe,4.5,"461,54%"
S Khiaoto,Batter,18,75,24,0,0,0,3,3,0,3,0,0,Thailand,0,"409,09%"
SSB Magala,Batter,18,72,25,15,384,362,419,419,0,259,160,2,South Africa,1.2,"418,60%"
CC Dalton,Batter,18,6.666.666.666.666.660,27,0,0,0,79,79,0,24,55,0,Ireland,0,"400,00%"
Jamaluddin Ahmed,Batter,18,5.806.451.612.903.220,31,0,28,24,33,33,0,11,22,0,Bangladesh,0,"367,35%"
I Wardlaw,Batter,18,5.454.545.454.545.450,33,18,596,622,100,100,0,53,47,0,Scotland,1,"352,94%"
W Sutherland,Batter,18,5.454.545.454.545.450,33,2,35,53,488,488,0,340,148,0,Australia,9,"352,94%"
TCB Fernando,Batter,18,4.615.384.615.384.610,39,1,182,220,509,509,0,236,273,0,Sri Lanka,18,"315,79%"
K Whatham,Batter,18,4.186.046.511.627.900,43,0,0,0,5,5,0,1,4,0,Canada,0,"295,08%"
Sultan Ahmed,Batter,18,40.909.090.909.090.900,44,0,58,72,83,83,0,29,54,0,United Arab Emirates,0,"290,32%"
DI Allan,Batter,18,37.5,48,0,13,18,39,39,0,13,26,0,Kenya,0,"272,73%"
SI Kamea,Batter,18,3.272.727.272.727.270,55,28,797,950,63,63,0,12,51,0,Papua New Guinea,6.428.571.428.571.420,"246,58%"
Skhawat Ali,Batter,18,30,60,0,71,49,11,11,0,3,8,0,Hong Kong,0,"230,77%"
R MacDonald-Gay,Batter,17,12.142.857.142.857.100,14,1,55,69,490,490,0,282,208,0,England,17,"548,39%"
SDNS Karunaratne,Batter,17,12.142.857.142.857.100,14,0,0,0,372,372,0,175,197,0,Sri Lanka,0,"548,39%"
JA Clarkson,Batter,17,7.083.333.333.333.330,24,4,73,75,326,326,0,169,157,0,New Zealand,4.25,"414,63%"
Waqar Younis,Batter,17,68,25,7,181,189,426,426,0,209,217,0,Pakistan,24.285.714.285.714.200,"404,76%"
CP Jack,Batter,17,6.538.461.538.461.530,26,0,21,24,331,331,0,126,205,0,West Indies,0,"395,35%"
J Sharma,Batter,17,51.515.151.515.151.500,33,0,0,0,396,396,0,239,157,0,India,0,"340,00%"
Saqlain Mushtaq,Batter,17,4.358.974.358.974.350,39,4,132,166,426,426,0,209,217,0,Pakistan,4.25,"303,57%"
OO Bascome,Batter,17,3.617.021.276.595.740,47,0,0,0,1,1,0,1,0,0,Bermuda,0,"265,63%"
B Shikongo,Batter,17,3.148.148.148.148.140,54,25,755,796,49,49,0,24,25,0,Namibia,0.68,"239,44%"
SP Terry,Batter,16,8.888.888.888.888.880,18,0,0,0,124,124,0,40,84,0,Ireland,0,"470,59%"
Ankur Sharma,Batter,16,5.161.290.322.580.640,31,0,0,0,1,1,0,0,1,0,Hong Kong,0,"340,43%"
SJ Andrews,Batter,16,4.444.444.444.444.440,36,0,13,24,416,416,0,296,120,0,Australia,0,"307,69%"
JH Desai,Batter,16,4.210.526.315.789.470,38,0,0,0,46,46,0,23,23,0,United States of America,0,"296,30%"
Nuzhat Tasnia,Batter,16,372.093.023.255.814,43,0,0,0,141,141,0,48,93,0,Bangladesh,0,"271,19%"
N Ifill,Batter,16,3.636.363.636.363.630,44,0,90,79,40,40,0,10,30,0,Canada,0,"266,67%"
F Walters,Batter,16,3.333.333.333.333.330,48,0,0,0,247,247,0,91,156,0,West Indies,0,"250,00%"
SK Dolawatte,Batter,16,2.857.142.857.142.850,56,3,56,78,464,464,0,216,248,0,Sri Lanka,5.333.333.333.333.330,"222,22%"
MM Iqbal,Batter,16,27.586.206.896.551.700,58,0,45,36,99,99,0,53,46,0,Scotland,0,"216,22%"
SE Aley,Batter,15,187.5,8,2,29,63,62,62,0,41,21,0,Australia,7.5,"652,17%"
IECM Wong,Batter,15,16.666.666.666.666.600,9,4,122,118,428,428,0,246,182,0,England,3.75,"625,00%"
Zafar Gohar,Batter,15,100,15,2,56,61,437,437,0,212,225,0,Pakistan,7.5,"500,00%"
SA Millanta,Batter,15,7.894.736.842.105.260,19,3,164,153,495,495,0,346,149,0,Australia,5,"441,18%"
F Tunnicliffe,Batter,15,7.142.857.142.857.140,21,0,0,0,214,214,0,133,81,0,South Africa,0,"416,67%"
RD Steede,Batter,15,6.818.181.818.181.810,22,1,54,84,2,2,0,1,1,0,Bermuda,15,"405,41%"
HM Watson,Batter,15,57.692.307.692.307.600,26,0,25,43,329,329,0,170,159,0,New Zealand,0,"365,85%"
JB Reva,Batter,15,5.555.555.555.555.550,27,6,165,192,49,49,0,9,40,0,Papua New Guinea,2.5,"357,14%"
EMDY Munaweera,Batter,15,51.724.137.931.034.400,29,0,0,0,459,459,0,215,244,0,Sri Lanka,0,"340,91%"
I Dulani,Batter,15,42.857.142.857.142.800,35,0,0,0,428,428,0,200,228,0,Sri Lanka,0,"300,00%"
RM van Oosterom,Batter,15,39.473.684.210.526.300,38,0,0,0,85,85,0,25,60,0,Netherlands,0,"283,02%"
AM McCarthy,Batter,15,3.658.536.585.365.850,41,0,10,12,79,79,0,28,51,0,West Indies,0,"267,86%"
J Post,Batter,15,28.846.153.846.153.800,52,0,0,0,85,85,0,25,60,0,Netherlands,0,"223,88%"
HD Rutherford,Batter,15,26.785.714.285.714.200,56,0,0,0,438,438,0,227,211,0,New Zealand,0,"211,27%"
ML Patel,Batter,15,2.459.016.393.442.620,61,0,0,0,34,34,0,11,23,0,Kenya,0,"197,37%"
G Chapple,Batter,14,200,7,0,14,24,474,474,0,272,202,0,England,0,"666,67%"
Muhammad Jawadullah,Batter,14,9.333.333.333.333.330,15,7,316,288,92,92,0,31,61,0,United Arab Emirates,2,"482,76%"
A Valthapa,Batter,14,6.363.636.363.636.360,22,0,0,0,15,15,0,5,10,0,United Arab Emirates,0,"388,89%"
O Davidson,Batter,14,4.242.424.242.424.240,33,0,30,54,33,33,0,18,15,0,Scotland,0,"297,87%"
J Da Silva,Batter,14,40,35,0,0,0,79,79,0,28,51,0,West Indies,0,"285,71%"
MD du Preez,Batter,14,3.111.111.111.111.110,45,0,0,0,47,47,0,24,23,0,Namibia,0,"237,29%"
IPP Batuwitarachchi,Batter,14,27.450.980.392.156.800,51,0,0,0,76,76,0,27,49,0,United Arab Emirates,0,"215,38%"
FC Jonas,Batter,14,24.561.403.508.771.900,57,18,820,1077,428,428,0,222,206,0,New Zealand,7.777.777.777.777.770,"197,18%"
L Cheatle,Batter,13,100,13,2,142,154,428,428,0,303,125,0,Australia,6.5,"500,00%"
NK Crafton,Batter,13,7.647.058.823.529.410,17,0,0,0,135,135,0,53,82,0,West Indies,0,"419,35%"
HHC Gunaratne,Batter,13,65,20,8,169,205,372,372,0,175,197,1,Sri Lanka,1.625,"393,94%"
GM Harris,Batter,13,5.909.090.909.090.900,22,8,144,249,450,450,0,315,135,0,Australia,1.625,"371,43%"
OEG Baartman,Batter,13,54.166.666.666.666.600,24,6,103,154,424,424,0,262,162,0,South Africa,21.666.666.666.666.600,"351,35%"
RD Chahar,Batter,13,50,26,3,58,62,75,75,0,41,34,0,India,4.333.333.333.333.330,"333,33%"
Usman Salahuddin,Batter,13,4.642.857.142.857.140,28,0,0,0,415,415,0,205,210,0,Pakistan,0,"317,07%"
D Joseph,Batter,13,40.625,32,5,174,202,29,29,0,8,21,0,Canada,2.6,"288,89%"
AA Shafique,Batter,13,3.939.393.939.393.930,33,0,0,0,43,43,0,24,19,0,Oman,0,"282,61%"
I van der Woning,Batter,13,37.142.857.142.857.100,35,2,140,142,85,85,0,25,60,0,Netherlands,6.5,"270,83%"
MC Patel,Batter,13,37.142.857.142.857.100,35,0,54,82,68,68,0,38,30,0,India,0,"270,83%"
MMA Jonkman,Batter,13,3.421.052.631.578.940,38,1,21,26,11,11,0,4,7,0,Netherlands,13,"254,90%"
FR Davies,Batter,13,30.952.380.952.380.900,42,11,316,439,476,476,0,273,203,0,England,11.818.181.818.181.800,"236,36%"
HIS Mendis,Batter,13,26,50,0,0,0,347,347,0,161,186,0,Sri Lanka,0,"206,35%"
TW Hartley,Batter,12,13.333.333.333.333.300,9,0,48,60,283,283,0,168,115,0,England,0,"571,43%"
TS Nethula,Batter,12,10.909.090.909.090.900,11,5,250,268,359,359,0,185,174,0,New Zealand,2.4,"521,74%"
GI Maiden,Batter,12,8.571.428.571.428.570,14,0,0,0,89,89,0,48,41,0,Scotland,0,"461,54%"
S Daniel,Batter,12,4.137.931.034.482.750,29,0,0,0,182,182,0,79,103,0,Sri Lanka,0,"292,68%"
HRA Rainey,Batter,12,34.285.714.285.714.200,35,9,145,172,97,97,0,52,45,0,Scotland,13.333.333.333.333.300,"250,00%"
AH Maqsood,Batter,12,3.333.333.333.333.330,36,20,257,383,97,97,0,52,45,1,Scotland,0.6,"250,00%"
S Dhamala,Batter,12,30,40,0,0,0,7,7,0,4,3,0,Nepal,0,"230,77%"
NS Poonia,Batter,12,2.857.142.857.142.850,42,0,0,0,88,88,0,47,41,0,Scotland,0,"222,22%"
MM Penfold,Batter,12,23.076.923.076.923.000,52,10,447,540,428,428,0,222,206,0,New Zealand,1.2,"187,50%"
AJ Ireland,Batter,12,18.75,64,16,612,674,249,249,0,60,189,0,Zimbabwe,0.75,"157,89%"
SC Kuggeleijn,Batter,11,18.333.333.333.333.300,6,5,62,87,415,415,0,218,197,0,New Zealand,2.2,"647,06%"
SV Bahutule,Batter,11,8.461.538.461.538.460,13,0,24,19,534,534,0,330,204,0,India,0,"458,33%"
Javeria Rauf,Batter,11,68.75,16,1,47,40,456,456,0,221,235,0,Pakistan,11,"407,41%"
S Siegers,Batter,11,5.789.473.684.210.520,19,9,243,283,85,85,0,25,60,0,Netherlands,12.222.222.222.222.200,"366,67%"
Saad Ali,Batter,11,4.782.608.695.652.170,23,0,0,0,335,335,0,166,169,0,Pakistan,0,"323,53%"
MG Neser,Batter,11,3.793.103.448.275.860,29,3,239,224,512,512,0,356,156,0,Australia,36.666.666.666.666.600,"275,00%"
L Wood,Batter,10,100,10,0,63,61,72,72,0,40,32,0,England,0,"500,00%"
A Ashok,Batter,10,8.333.333.333.333.330,12,1,65,61,245,245,0,127,118,0,New Zealand,10,"454,55%"
GC Tonge,Batter,10,62.5,16,6,229,307,355,355,0,138,217,0,West Indies,16.666.666.666.666.600,"384,62%"
Mukesh Kumar,Batter,10,5.882.352.941.176.470,17,5,221,249,580,580,0,360,220,0,India,2,"370,37%"
RS Vandort,Batter,10,5.882.352.941.176.470,17,0,0,0,372,372,0,175,197,0,Sri Lanka,0,"370,37%"
JW Ogle-Thomas,Batter,10,5.882.352.941.176.470,17,0,0,0,308,308,0,118,190,0,West Indies,0,"370,37%"
Ansh Tandon,Batter,10,5.555.555.555.555.550,18,0,0,0,1,1,0,1,0,0,United Arab Emirates,0,"357,14%"
SW Currie,Batter,10,5.263.157.894.736.840,19,3,87,126,85,85,0,46,39,0,Scotland,33.333.333.333.333.300,"344,83%"
RO Hussain,Batter,10,50,20,0,0,0,56,56,0,31,25,0,Scotland,0,"333,33%"
W Jaffer,Batter,10,4.347.826.086.956.520,23,0,0,0,539,539,0,331,208,0,India,0,"294,12%"
A Martin,Batter,10,3.448.275.862.068.960,29,13,300,447,422,422,0,163,259,1,West Indies,7.692.307.692.307.690,"256,41%"
